step,system_total_running,system_total_backlogged,system_total_stopped,system_total_arrived,system_total_departed,system_total_teleported,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,t_stopped,t_accumulated_waiting_time,t_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
5.0,4,0,0,0,4,0,0.0,0.0,12.880640650227798,0,0.0,0.9441002603935584,0,0.0
10.0,9,0,0,0,9,0,0.0,0.0,13.309472158325969,0,0.0,0.9721949461951434,0,0.0
15.0,13,0,0,0,13,0,0.0,0.0,11.977188005338254,0,0.0,0.8628504536908741,0,0.0
20.0,16,0,2,0,16,0,5.0,0.3125,8.940951742107178,2,5.0,0.5451287168596358,2,5.0
25.0,17,0,7,1,18,0,30.0,1.7647058823529411,5.215601827262176,7,30.0,0.2387079384926763,7,30.0
30.0,17,0,11,3,20,0,75.0,4.411764705882353,3.123412863288529,11,75.0,0.18575731927585046,11,75.0
35.0,18,0,13,4,22,0,140.0,7.777777777777778,3.0235559173189066,13,140.0,0.17681600876847864,13,140.0
40.0,19,0,14,4,23,0,209.0,11.0,3.469018328848576,14,209.0,0.17371380809927506,14,209.0
45.0,19,0,14,5,24,0,279.0,14.68421052631579,3.2179607801206545,14,279.0,0.16516235286155134,14,279.0
50.0,22,0,15,6,28,0,350.0,15.909090909090908,3.845239897967025,15,350.0,0.23883283406647057,15,350.0
55.0,25,0,15,6,31,0,425.0,17.0,4.30928426610134,15,425.0,0.239654273300905,15,425.0
60.0,28,0,17,7,35,0,507.0,18.107142857142858,4.301947672810734,17,507.0,0.2666765588914894,17,507.0
65.0,29,0,21,9,38,0,604.0,20.82758620689655,3.6983968225808432,21,604.0,0.21545070723746637,21,604.0
70.0,36,0,21,9,45,0,709.0,19.694444444444443,4.6330620857814075,21,709.0,0.2674004099422136,21,709.0
75.0,38,0,25,11,49,0,824.0,21.68421052631579,3.2726189880081806,25,824.0,0.15961408468660654,25,824.0
80.0,41,0,31,12,53,0,968.0,23.609756097560975,2.5193453839761357,31,968.0,0.10537787323670585,31,968.0
85.0,41,0,34,15,56,0,1133.0,27.634146341463413,1.1983809241803909,34,1133.0,0.02838327408142254,34,1133.0
90.0,42,2,38,15,57,0,1318.0,31.38095238095238,1.1579290722973503,38,1318.0,8.056385698034397e-06,38,1318.0
95.0,40,4,38,17,57,0,1508.0,37.7,0.6088826998496327,38,1508.0,0.0,38,1508.0
100.0,40,6,32,18,58,0,1219.0,30.475,1.184921226014529,32,1527.0,0.045290161920071646,32,1527.0
105.0,42,7,22,19,61,0,664.0,15.80952380952381,3.6515996943302778,22,1349.0,0.17039002450221968,22,1349.0
110.0,44,12,14,19,63,0,415.0,9.431818181818182,6.056503877678754,14,993.0,0.27848271449710815,14,993.0
115.0,42,14,7,22,64,0,152.0,3.619047619047619,5.983853108930747,7,1042.0,0.3175705617069217,7,1042.0
120.0,38,16,8,27,65,0,29.0,0.7631578947368421,5.940223495625676,8,1073.0,0.2859340937154489,8,1073.0
125.0,37,16,15,32,69,0,89.0,2.4054054054054053,3.738810926437134,15,1133.0,0.17647272785782336,15,1133.0
130.0,38,17,20,35,73,0,178.0,4.684210526315789,2.4731477121595766,20,1223.0,0.09165957122389078,20,1223.0
135.0,41,17,28,37,78,0,302.0,7.365853658536586,1.789324053785963,28,1348.0,0.08529497334752846,28,1348.0
140.0,42,17,34,39,81,0,460.0,10.952380952380953,1.3249044035523423,34,1507.0,0.07026164577577337,34,1507.0
145.0,43,21,38,39,82,0,646.0,15.023255813953488,1.5631881555484874,38,1693.0,0.0703266849160631,38,1693.0
150.0,43,23,38,40,83,0,836.0,19.441860465116278,1.5468180185685656,38,1883.0,0.048961904067257395,38,1883.0
155.0,45,25,32,40,85,0,789.0,17.533333333333335,2.450825696143179,32,1843.0,0.10631764791730469,32,1843.0
160.0,43,28,24,43,86,0,606.0,14.093023255813954,3.24640931970745,24,1634.0,0.14377036016608064,24,1634.0
165.0,43,29,17,43,86,0,402.0,9.348837209302326,4.510293830963348,17,1349.0,0.16824100683978077,17,1349.0
170.0,40,31,7,46,86,0,180.0,4.5,4.5924346587449,7,1390.0,0.21099137681332394,7,1390.0
175.0,38,35,7,48,86,0,25.0,0.6578947368421053,4.874976285471653,7,1414.0,0.17837241128330522,7,1414.0
180.0,37,34,15,53,90,0,80.0,2.1621621621621623,3.4031513547813645,15,1469.0,0.123643376021519,15,1469.0
185.0,36,31,21,58,94,0,171.0,4.75,1.2749290360973322,21,1560.0,0.07224157554980502,21,1560.0
190.0,37,32,21,59,96,0,183.0,4.945945945945946,1.2248301328010904,21,1495.0,0.06656717199170599,21,1495.0
195.0,40,31,19,59,99,0,133.0,3.325,3.057136202643678,19,1166.0,0.09507122621698684,19,1166.0
200.0,41,33,13,59,100,0,89.0,2.1707317073170733,5.3046625912647345,13,839.0,0.2178142876767179,13,839.0
205.0,38,33,7,62,100,0,49.0,1.2894736842105263,5.153050416655542,7,873.0,0.24698836253449175,7,873.0
210.0,35,33,9,66,101,0,33.0,0.9428571428571428,4.9733426911669465,9,908.0,0.24725021135748845,9,908.0
