step,system_total_running,system_total_backlogged,system_total_stopped,system_total_arrived,system_total_departed,system_total_teleported,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,t_stopped,t_accumulated_waiting_time,t_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
5.0,12,0,0,0,12,0,0.0,0.0,11.675660558636364,0,0.0,0.8831364552547322,0,0.0
10.0,12,0,0,0,12,0,0.0,0.0,12.16401994871393,0,0.0,0.920758274250823,0,0.0
15.0,18,0,2,0,18,0,2.0,0.1111111111111111,6.839228552472337,2,2.0,0.4645590323976477,2,2.0
20.0,18,0,1,0,18,0,1.0,0.05555555555555555,9.497395499564197,0,5.0,0.758484819890676,0,5.0
25.0,23,0,1,1,24,0,1.0,0.043478260869565216,9.726995561719011,1,1.0,0.5515008635591887,1,1.0
30.0,18,0,6,6,24,0,22.0,1.2222222222222223,8.376501169791942,6,22.0,0.4396435580051277,6,22.0
35.0,17,0,0,11,28,0,0.0,0.0,6.940878772536877,0,10.0,0.5090064165598618,0,10.0
40.0,22,0,2,12,34,0,2.0,0.09090909090909091,9.427205532923026,0,0.0,0.7752720946999316,0,0.0
45.0,26,0,1,12,38,0,5.0,0.19230769230769232,9.75536068923181,1,5.0,0.7216606395117682,1,5.0
50.0,23,0,4,17,40,0,7.0,0.30434782608695654,9.661227674781852,4,12.0,0.5795116358398599,4,12.0
55.0,24,0,4,20,44,0,27.0,1.125,9.173008914297561,4,32.0,0.5384911466712544,4,32.0
60.0,18,0,7,26,44,0,55.0,3.0555555555555554,5.532821296047108,7,60.0,0.27413398262473987,7,60.0
65.0,21,0,1,29,50,0,1.0,0.047619047619047616,6.2092523837478435,1,35.0,0.46048586900190175,1,35.0
70.0,20,0,4,30,50,0,12.0,0.6,6.589710331358456,2,23.0,0.44372993211125594,2,23.0
75.0,32,0,7,30,62,0,42.0,1.3125,8.920971501573806,5,42.0,0.6033159218145487,5,42.0
80.0,29,0,1,33,62,0,8.0,0.27586206896551724,10.458908597551973,1,25.0,0.7413899334821802,1,25.0
85.0,31,0,3,37,68,0,7.0,0.22580645161290322,7.795904839974301,1,26.0,0.4327097063483754,1,26.0
90.0,26,0,6,42,68,0,22.0,0.8461538461538461,7.383140489492799,6,33.0,0.39204135125234674,6,33.0
95.0,27,0,3,45,72,0,5.0,0.18518518518518517,8.27901334641835,2,26.0,0.4900970493340658,2,26.0
100.0,23,0,6,51,74,0,24.0,1.0434782608695652,7.290879893558041,6,35.0,0.36153135011840515,6,35.0
105.0,25,0,9,53,78,0,67.0,2.68,7.20489062138142,9,78.0,0.38653426225072246,9,78.0
110.0,26,0,2,58,84,0,3.0,0.11538461538461539,6.881138124807958,2,53.0,0.5096009557889937,2,53.0
115.0,27,2,3,59,86,0,9.0,0.3333333333333333,8.430333645688394,2,29.0,0.5889068821189816,2,29.0
120.0,29,0,2,59,88,0,11.0,0.3793103448275862,7.812496342449113,2,46.0,0.42672258635215526,2,46.0
125.0,29,2,8,63,92,0,17.0,0.5862068965517241,8.489531152294639,6,37.0,0.4494850344194503,6,37.0
130.0,25,0,5,69,94,0,31.0,1.24,7.460524853855328,5,48.0,0.3840949417617725,5,48.0
135.0,25,2,6,73,98,0,53.0,2.12,8.17478320450161,4,62.0,0.42893727664270676,4,62.0
140.0,23,0,5,77,100,0,71.0,3.0869565217391304,7.946462171917625,5,75.0,0.47552477174734703,5,75.0
145.0,26,2,4,80,106,0,90.0,3.4615384615384617,9.380231432394176,4,91.0,0.5999788589851747,4,91.0
150.0,29,0,0,83,112,0,0.0,0.0,9.400021411928906,0,27.0,0.6542292063687606,0,27.0
155.0,24,0,4,88,112,0,15.0,0.625,9.282512400872715,4,18.0,0.5518739366974048,4,18.0
160.0,27,0,10,91,118,0,50.0,1.8518518518518519,7.209343505724211,9,50.0,0.3696812392886748,9,50.0
165.0,22,0,0,96,118,0,0.0,0.0,6.6738414523964105,0,37.0,0.4053707627659762,0,37.0
170.0,27,0,3,97,124,0,7.0,0.25925925925925924,8.245477904556253,2,22.0,0.4837608263330999,2,22.0
175.0,22,0,5,102,124,0,28.0,1.2727272727272727,9.106805741095405,4,38.0,0.5332722406900717,4,38.0
180.0,22,0,3,106,128,0,37.0,1.6818181818181819,8.527081611592394,2,48.0,0.46950378859131625,2,48.0
185.0,23,0,5,111,134,0,60.0,2.608695652173913,10.000742080320624,4,64.0,0.6651934092838041,4,64.0
190.0,24,0,4,114,138,0,61.0,2.5416666666666665,8.431844487250133,4,84.0,0.5448264766035519,4,84.0
195.0,21,0,3,119,140,0,6.0,0.2857142857142857,7.709315020527775,3,35.0,0.443317809319712,3,35.0
200.0,23,0,5,121,144,0,28.0,1.2173913043478262,8.658880202790995,4,39.0,0.5268182783909513,4,39.0
205.0,21,0,4,125,146,0,46.0,2.1904761904761907,7.9773150474172905,4,48.0,0.5095090803795509,4,48.0
210.0,23,0,6,127,150,0,69.0,3.0,7.751213514908259,6,71.0,0.45242804155325295,6,71.0
215.0,20,0,4,130,150,0,86.0,4.3,7.768130465090209,4,88.0,0.41322525459467785,4,88.0
220.0,28,0,5,134,162,0,108.0,3.857142857142857,8.801477982767361,5,112.0,0.5854014274798585,5,112.0
225.0,24,0,3,138,162,0,5.0,0.20833333333333334,9.175174570435617,3,39.0,0.6918523460209186,3,39.0
230.0,28,0,4,140,168,0,22.0,0.7857142857142857,8.805490062136569,4,28.0,0.5635228631801854,4,28.0
235.0,25,0,8,143,168,0,56.0,2.24,7.762147589113329,8,62.0,0.353560949562605,8,62.0
240.0,25,0,3,147,172,0,5.0,0.2,6.2386576666578755,3,49.0,0.3231930335798348,3,49.0
