step,system_total_running,system_total_backlogged,system_total_stopped,system_total_arrived,system_total_departed,system_total_teleported,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,t_stopped,t_accumulated_waiting_time,t_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
5.0,4,0,0,0,4,0,0.0,0.0,13.275793143180062,0,0.0,0.9482876247536991,0,0.0
10.0,7,0,0,0,7,0,0.0,0.0,12.609671622230008,0,0.0,0.8685529226995293,0,0.0
15.0,9,0,1,0,9,0,2.0,0.2222222222222222,8.716162413159203,1,2.0,0.6085458692495697,1,2.0
20.0,13,0,0,0,13,0,0.0,0.0,8.037889960666833,0,0.0,0.6059322751441543,0,0.0
25.0,17,0,1,0,17,0,2.0,0.11764705882352941,11.763537568393437,1,2.0,0.8595373279764548,1,2.0
30.0,21,0,1,0,21,0,7.0,0.3333333333333333,10.683487248673579,1,7.0,0.7134031912251181,1,7.0
35.0,23,0,3,3,26,0,20.0,0.8695652173913043,10.213229001366223,3,20.0,0.6810564256748709,3,20.0
40.0,24,0,5,8,32,0,40.0,1.6666666666666667,9.832045786733369,5,40.0,0.6759101648207995,5,40.0
45.0,24,0,7,10,34,0,68.0,2.8333333333333335,8.367535896432015,7,68.0,0.47881190826077524,7,68.0
50.0,23,0,9,13,36,0,109.0,4.739130434782608,7.741210168942577,9,109.0,0.346822599932843,9,109.0
55.0,26,0,9,14,40,0,154.0,5.923076923076923,8.244645312838097,9,154.0,0.4137618421547853,9,154.0
60.0,23,0,9,19,42,0,199.0,8.652173913043478,7.6615956247982835,9,199.0,0.40676363663131526,9,199.0
65.0,22,0,5,23,45,0,59.0,2.6818181818181817,6.975861547759323,5,163.0,0.40795856345621934,5,163.0
70.0,23,0,4,25,48,0,18.0,0.782608695652174,8.317397239306121,4,40.0,0.43496995141493855,4,40.0
75.0,25,0,8,27,52,0,53.0,2.12,8.205917497126709,8,53.0,0.42427715061582383,8,53.0
80.0,23,0,6,32,55,0,21.0,0.9130434782608695,6.644877624691166,6,61.0,0.4121885664719843,6,61.0
85.0,25,0,1,35,60,0,6.0,0.24,9.24206737727289,1,30.0,0.572757988948068,1,30.0
90.0,27,0,4,36,63,0,15.0,0.5555555555555556,9.410032315435652,4,15.0,0.5198626815379939,4,15.0
95.0,26,0,4,39,65,0,35.0,1.3461538461538463,10.255926645633464,4,35.0,0.5869925521000613,4,35.0
100.0,26,0,4,44,70,0,55.0,2.1153846153846154,10.453194736267205,4,55.0,0.6019880253970242,4,55.0
105.0,24,0,5,50,74,0,77.0,3.2083333333333335,10.10587534830296,5,77.0,0.5969964811378835,5,77.0
110.0,21,0,6,55,76,0,104.0,4.9523809523809526,8.715715324802245,6,104.0,0.4384409856707388,6,104.0
115.0,26,0,8,58,84,0,137.0,5.269230769230769,8.508580729738732,8,137.0,0.5552905264683021,8,137.0
120.0,26,0,8,61,87,0,177.0,6.8076923076923075,8.422661564380384,8,177.0,0.5363649926065099,8,177.0
125.0,27,0,9,64,91,0,219.0,8.11111111111111,7.259177458005947,9,219.0,0.40638474064999847,9,219.0
130.0,27,0,11,67,94,0,274.0,10.148148148148149,7.080830624547186,11,274.0,0.363330426178514,11,274.0
135.0,31,0,11,68,99,0,329.0,10.612903225806452,7.846822626153228,11,329.0,0.42121145373739777,11,329.0
140.0,29,0,12,72,101,0,385.0,13.275862068965518,7.265516397526662,12,385.0,0.37386257660236366,12,385.0
145.0,27,0,12,76,103,0,445.0,16.48148148148148,6.794966930506702,12,445.0,0.2632497509831231,12,445.0
150.0,25,0,13,81,106,0,510.0,20.4,6.621506749828736,13,510.0,0.3022508555272393,13,510.0
