step,system_total_running,system_total_backlogged,system_total_stopped,system_total_arrived,system_total_departed,system_total_teleported,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,t_stopped,t_accumulated_waiting_time,t_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
5.0,4,0,0,0,4,0,0.0,0.0,13.344759536419195,0,0.0,0.9758706111899865,0,0.0
10.0,6,0,0,0,6,0,0.0,0.0,12.932969414016796,0,0.0,0.9302366404898179,0,0.0
15.0,9,0,0,0,9,0,0.0,0.0,11.39962763271685,0,0.0,0.7518802271790753,0,0.0
20.0,12,0,0,0,12,0,0.0,0.0,10.645577529751476,0,0.0,0.7325868562923491,0,0.0
25.0,13,0,0,1,14,0,0.0,0.0,11.026376119832356,0,0.0,0.7632577589932504,0,0.0
30.0,18,0,2,1,19,0,8.0,0.4444444444444444,11.28892612154646,2,8.0,0.7462132054522834,2,8.0
35.0,19,0,2,5,24,0,18.0,0.9473684210526315,11.395913646810065,2,18.0,0.8157382698203823,2,18.0
40.0,19,0,3,9,28,0,30.0,1.5789473684210527,10.180602085641441,3,30.0,0.6839690673909048,3,30.0
45.0,20,0,4,10,30,0,46.0,2.3,9.137326239239547,4,46.0,0.5688124583491888,4,46.0
50.0,21,0,6,13,34,0,71.0,3.380952380952381,8.500383418822011,6,71.0,0.5166901687289206,6,71.0
55.0,21,0,6,16,37,0,101.0,4.809523809523809,8.804938626297998,6,101.0,0.5112643317928731,6,101.0
60.0,22,0,1,17,39,0,1.0,0.045454545454545456,8.408246198298405,1,58.0,0.4725351592044446,1,58.0
65.0,21,0,1,22,43,0,1.0,0.047619047619047616,10.163341941336055,1,2.0,0.6623983314055082,1,2.0
70.0,23,0,3,25,48,0,14.0,0.6086956521739131,10.38507040005426,3,14.0,0.6355129032200023,3,14.0
75.0,21,0,0,29,50,0,0.0,0.0,7.5697251004757975,0,9.0,0.4594811186077144,0,9.0
80.0,22,0,0,33,55,0,0.0,0.0,9.331068051561571,0,0.0,0.6024472463035744,0,0.0
85.0,25,0,1,34,59,0,2.0,0.08,10.86380718885385,1,2.0,0.692354134810255,1,2.0
90.0,26,0,3,38,64,0,12.0,0.46153846153846156,10.835926272246201,3,12.0,0.7219333973826274,3,12.0
95.0,28,0,3,42,70,0,27.0,0.9642857142857143,10.627136867698258,3,27.0,0.734223351866667,3,27.0
100.0,28,0,0,46,74,0,0.0,0.0,9.52973931127573,0,10.0,0.6555130036407527,0,10.0
105.0,24,0,4,52,76,0,15.0,0.625,7.666298098601765,4,15.0,0.41861194924997613,4,15.0
110.0,22,0,9,55,77,0,51.0,2.3181818181818183,5.410886503727165,9,51.0,0.16672742237918325,9,51.0
115.0,20,0,8,60,80,0,37.0,1.85,3.4488877165676532,8,77.0,0.2062542230565838,8,77.0
120.0,24,0,0,60,84,0,0.0,0.0,7.695119527798845,0,56.0,0.4455623433411093,0,56.0
125.0,26,0,0,61,87,0,0.0,0.0,9.654107402745305,0,17.0,0.5717812386773288,0,17.0
130.0,25,0,2,64,89,0,6.0,0.24,10.448673841975532,2,6.0,0.6847757854175784,2,6.0
135.0,23,0,2,69,92,0,16.0,0.6956521739130435,10.393764306709766,2,16.0,0.7050897650179991,2,16.0
140.0,21,0,4,73,94,0,30.0,1.4285714285714286,9.551937172153597,4,30.0,0.5736664965173622,4,30.0
145.0,18,0,4,78,96,0,50.0,2.7777777777777777,9.616390167026381,4,50.0,0.5752625869603565,4,50.0
150.0,14,0,0,84,98,0,0.0,0.0,7.69024465966596,0,20.0,0.5037765057025789,0,20.0
155.0,14,0,2,86,100,0,6.0,0.42857142857142855,10.361543842333178,2,6.0,0.6803998551983508,2,6.0
160.0,16,0,2,87,103,0,16.0,1.0,10.589870218794116,2,16.0,0.6399968075031084,2,16.0
165.0,14,0,0,91,105,0,0.0,0.0,10.235855349573736,0,1.0,0.716818772293264,0,1.0
170.0,15,0,1,94,109,0,4.0,0.26666666666666666,10.976832337261696,1,4.0,0.7223050987671316,1,4.0
175.0,18,0,2,95,113,0,14.0,0.7777777777777778,10.800540274393635,2,14.0,0.7311460246034316,2,14.0
180.0,22,0,3,97,119,0,28.0,1.2727272727272727,10.797864270044425,3,28.0,0.7457519502686616,3,28.0
185.0,22,0,3,103,125,0,43.0,1.9545454545454546,10.229257418539696,3,43.0,0.7067615287521741,3,43.0
190.0,26,0,2,103,129,0,4.0,0.15384615384615385,8.609902648419338,2,19.0,0.5859779682920634,2,19.0
195.0,27,0,5,106,133,0,21.0,0.7777777777777778,8.524573846316331,5,21.0,0.49543579950509375,5,21.0
200.0,31,0,10,108,139,0,61.0,1.967741935483871,7.669691118769787,10,61.0,0.3937656516433513,10,61.0
205.0,29,0,9,113,142,0,43.0,1.4827586206896552,6.222948994249714,9,84.0,0.3414243717959433,9,84.0
210.0,27,0,3,117,144,0,7.0,0.25925925925925924,6.407405401654889,3,69.0,0.31615461170530557,3,69.0
215.0,27,0,4,118,145,0,12.0,0.4444444444444444,7.765598431534496,4,39.0,0.31993950793289694,4,39.0
220.0,25,0,4,121,146,0,32.0,1.28,9.468587756511972,4,42.0,0.5216246423780446,4,42.0
