step,system_total_running,system_total_backlogged,system_total_stopped,system_total_arrived,system_total_departed,system_total_teleported,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,t_stopped,t_accumulated_waiting_time,t_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
5.0,6,0,0,0,6,0,0.0,0.0,11.991980442002792,0,0.0,0.9589038221904364,0,0.0
10.0,9,0,0,0,9,0,0.0,0.0,11.947753864167819,0,0.0,0.9223156576756849,0,0.0
15.0,12,0,1,0,12,0,2.0,0.16666666666666666,9.26438780301263,1,2.0,0.7169667607093907,1,2.0
20.0,16,0,1,0,16,0,1.0,0.0625,7.113390298570738,1,3.0,0.5310142895162916,1,3.0
25.0,23,0,1,0,23,0,6.0,0.2608695652173913,10.537580007228303,1,6.0,0.7322382101008021,1,6.0
30.0,27,0,2,0,27,0,13.0,0.48148148148148145,11.08562260391981,2,13.0,0.7320217448940197,2,13.0
35.0,28,0,5,3,31,0,31.0,1.1071428571428572,9.418653524592054,5,31.0,0.5438279532638435,5,31.0
40.0,26,0,7,9,35,0,65.0,2.5,8.62285378981605,7,65.0,0.47294014080861974,7,65.0
45.0,24,0,3,14,38,0,16.0,0.6666666666666666,8.226768609687484,3,57.0,0.52878000994083,3,57.0
50.0,26,0,3,17,43,0,11.0,0.4230769230769231,8.58580818460609,3,16.0,0.534088239195591,3,16.0
55.0,26,0,7,19,45,0,38.0,1.4615384615384615,8.87475645794828,7,38.0,0.4449016789486259,7,38.0
60.0,27,0,3,23,50,0,9.0,0.3333333333333333,7.949688839333659,3,41.0,0.4639947520061008,3,41.0
65.0,26,0,2,29,55,0,6.0,0.23076923076923078,8.824806891828713,2,17.0,0.5140607807844275,2,17.0
70.0,28,0,2,31,59,0,16.0,0.5714285714285714,9.794312607952323,2,16.0,0.5643060131478399,2,16.0
75.0,29,0,4,34,63,0,34.0,1.1724137931034482,10.490495486794716,4,34.0,0.6100200364347628,4,34.0
80.0,25,0,5,40,65,0,55.0,2.2,9.947245454965461,5,55.0,0.5419134612723931,5,55.0
85.0,25,0,5,44,69,0,80.0,3.2,9.655724353292992,5,80.0,0.5367344980543985,5,80.0
90.0,23,0,5,49,72,0,105.0,4.565217391304348,9.290754145187835,5,105.0,0.5671742503599605,5,105.0
95.0,22,0,7,54,76,0,134.0,6.090909090909091,8.727142895561233,7,134.0,0.47235802396314697,7,134.0
100.0,26,0,2,58,84,0,7.0,0.2692307692307692,9.334743607328111,2,88.0,0.6596883051091345,2,88.0
105.0,29,0,2,61,90,0,9.0,0.3103448275862069,9.882893865864524,2,15.0,0.6646908211069812,2,15.0
110.0,32,0,7,62,94,0,35.0,1.09375,8.691998239360814,7,35.0,0.4742050667363167,7,35.0
