step,system_total_running,system_total_backlogged,system_total_stopped,system_total_arrived,system_total_departed,system_total_teleported,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,t_stopped,t_accumulated_waiting_time,t_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
5.0,5,0,0,0,5,0,0.0,0.0,13.695611491494455,0,0.0,0.9740661641066239,0,0.0
10.0,8,0,0,0,8,0,0.0,0.0,12.87439411739389,0,0.0,0.9500320010646268,0,0.0
15.0,13,0,1,0,13,0,1.0,0.07692307692307693,10.576720450297273,1,1.0,0.7227090835630293,1,1.0
20.0,15,0,3,0,15,0,14.0,0.9333333333333333,7.806142180030837,3,14.0,0.4945786046701873,3,14.0
25.0,19,0,8,2,21,0,49.0,2.5789473684210527,7.04909629164675,8,49.0,0.45556591421567116,8,49.0
30.0,23,0,3,2,25,0,21.0,0.9130434782608695,6.761712304277245,3,57.0,0.46507015397886325,3,57.0
35.0,25,0,2,4,29,0,9.0,0.36,8.170806178634134,2,32.0,0.5240915848007298,2,32.0
40.0,29,0,3,4,33,0,21.0,0.7241379310344828,10.253249846091546,3,21.0,0.6432931886494392,3,21.0
45.0,28,0,4,8,36,0,40.0,1.4285714285714286,9.519799464871772,4,40.0,0.5239884953238428,4,40.0
50.0,27,0,8,12,39,0,74.0,2.740740740740741,8.665475127644108,8,74.0,0.4483405845169501,8,74.0
55.0,25,0,3,17,42,0,17.0,0.68,8.1605979880701,3,61.0,0.47313956396464146,3,61.0
60.0,24,0,3,23,47,0,11.0,0.4583333333333333,9.152216113718996,3,19.0,0.5736355838224213,3,19.0
65.0,28,0,6,25,53,0,37.0,1.3214285714285714,9.400181669809287,6,37.0,0.5621714399455334,6,37.0
70.0,30,0,10,28,58,0,77.0,2.566666666666667,7.245611474029632,10,77.0,0.41013876427633317,10,77.0
75.0,26,0,9,33,59,0,46.0,1.7692307692307692,4.669834205196431,9,97.0,0.2199155636552021,9,97.0
80.0,27,0,5,36,63,0,14.0,0.5185185185185185,6.299706540939637,5,71.0,0.3310967456349104,5,71.0
85.0,31,0,4,36,67,0,20.0,0.6451612903225806,8.368110751098103,4,50.0,0.41801206334056057,4,50.0
90.0,31,0,4,40,71,0,40.0,1.2903225806451613,9.236580121190878,4,49.0,0.5400116297841285,4,49.0
95.0,31,0,2,44,75,0,2.0,0.06451612903225806,8.274716680586197,2,25.0,0.4992791003582366,2,25.0
100.0,28,0,6,50,78,0,23.0,0.8214285714285714,6.548830457930942,6,26.0,0.3064249094557277,6,26.0
