step,system_total_running,system_total_backlogged,system_total_stopped,system_total_arrived,system_total_departed,system_total_teleported,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,t_stopped,t_accumulated_waiting_time,t_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time,episode
5.0,12,0,0,0,12,0,0.0,0.0,12.32632991049068,0,0.0,0.8883371043370799,0,0.0,0
10.0,12,0,0,0,12,0,0.0,0.0,11.942411359996646,0,0.0,0.8651824589212769,0,0.0,0
15.0,18,0,4,0,18,0,5.0,0.2777777777777778,7.178533621813099,4,5.0,0.4657179717320223,4,5.0,0
20.0,18,0,0,0,18,0,0.0,0.0,10.10449738495024,0,5.0,0.7743160107611008,0,5.0,0
25.0,22,0,3,2,24,0,5.0,0.2272727272727272,9.995071577773668,3,5.0,0.5825628007893836,3,5.0,0
30.0,18,0,6,6,24,0,30.0,1.6666666666666667,8.365147137540799,6,30.0,0.4390236951209654,6,30.0,0
35.0,18,0,0,10,28,0,0.0,0.0,7.552635628119734,0,12.0,0.5317932173227891,0,12.0,0
40.0,22,0,3,12,34,0,4.0,0.1818181818181818,9.99280623679403,1,1.0,0.7632247987302336,1,1.0,0
45.0,26,0,2,12,38,0,11.0,0.4230769230769231,10.59447329095882,1,10.0,0.6987923622192211,1,10.0,0
50.0,23,0,3,17,40,0,8.0,0.3478260869565217,9.341366266713376,3,19.0,0.5535589402132699,3,19.0,0
55.0,23,0,4,21,44,0,28.0,1.2173913043478262,9.028195789934257,4,39.0,0.4897495932239346,4,39.0,0
60.0,20,0,8,24,44,0,57.0,2.85,6.07397944572613,8,68.0,0.2609882270131817,8,68.0,0
65.0,20,0,2,30,50,0,2.0,0.1,5.163718260518655,0,44.0,0.410736655082173,0,44.0,0
70.0,20,0,6,30,50,0,22.0,1.1,7.440365744143523,4,44.0,0.5061276845572963,4,44.0,0
75.0,32,0,7,30,62,0,55.0,1.71875,9.139421919167178,5,67.0,0.615070511905097,5,67.0,0
80.0,27,0,0,35,62,0,0.0,0.0,10.170191111161692,0,34.0,0.7381063487710042,0,34.0,0
85.0,29,0,4,39,68,0,8.0,0.2758620689655172,9.023641542789669,3,41.0,0.5499920880605993,3,41.0,0
90.0,26,0,10,42,68,0,44.0,1.6923076923076923,7.125059065941354,10,78.0,0.3435049026783187,10,78.0,0
95.0,26,0,10,46,72,0,94.0,3.615384615384616,5.23676989650857,10,128.0,0.2111409234822175,10,128.0,0
100.0,24,0,5,50,74,0,14.0,0.5833333333333334,5.136641049565861,4,99.0,0.368276016309047,4,99.0,0
105.0,26,0,6,52,78,0,17.0,0.6538461538461539,5.555069486402079,4,86.0,0.3578615309538747,4,86.0,0
110.0,32,0,4,52,84,0,26.0,0.8125,8.242142122815736,3,103.0,0.5017993926824684,3,103.0,0
115.0,31,2,6,55,86,0,12.0,0.3870967741935484,8.154467834468361,6,118.0,0.4499006474173371,6,118.0,0
120.0,28,0,11,60,88,0,60.0,2.142857142857143,5.60697593879236,11,166.0,0.2208682415872026,11,166.0,0
125.0,28,2,16,64,92,0,135.0,4.821428571428571,4.591338429352044,16,241.0,0.2111884715484876,16,241.0,0
130.0,27,0,20,67,94,0,226.0,8.37037037037037,2.72812310102391,20,332.0,0.1571543187550186,20,332.0,0
135.0,30,2,11,68,98,0,105.0,3.5,3.015663846612552,11,285.0,0.2089757914085371,11,285.0,0
140.0,32,0,5,68,100,0,16.0,0.5,4.9611672288753095,3,255.0,0.2849398625224846,3,255.0,0
145.0,38,2,11,68,106,0,60.0,1.5789473684210529,6.728306115997476,9,256.0,0.3775206643594328,9,256.0,0
150.0,41,0,14,71,112,0,128.0,3.1219512195121952,7.774550411365461,12,305.0,0.4704745063752203,12,305.0,0
155.0,36,0,12,76,112,0,112.0,3.111111111111111,6.233817038681683,12,365.0,0.2857376673723824,12,365.0,0
160.0,37,0,11,81,118,0,39.0,1.054054054054054,5.458996535072132,11,420.0,0.2203062305837415,11,420.0,0
165.0,34,0,18,84,118,0,110.0,3.235294117647059,4.238050303212842,18,498.0,0.1161525326654222,18,498.0,0
170.0,35,0,25,89,124,0,221.0,6.314285714285714,3.022186315492208,25,610.0,0.1705958726213194,25,610.0,0
175.0,33,0,14,91,124,0,140.0,4.242424242424242,2.429617917111135,14,535.0,0.1425671373973782,14,535.0,0
180.0,36,0,8,92,128,0,42.0,1.1666666666666667,4.7499654064397445,6,462.0,0.2537749320172615,6,462.0,0
185.0,42,0,10,92,134,0,48.0,1.1428571428571428,6.564692551592561,8,462.0,0.3457389709280951,8,462.0,0
190.0,42,0,12,96,138,0,30.0,0.7142857142857143,5.217903222252561,12,510.0,0.2389956132223095,12,510.0,0
195.0,39,0,18,101,140,0,82.0,2.102564102564102,4.226664651445259,18,588.0,0.1675131180214603,18,588.0,0
200.0,40,0,27,104,144,0,191.0,4.775,2.908465167811158,27,702.0,0.1170734126357964,27,702.0,0
205.0,38,0,20,108,146,0,154.0,4.052631578947368,2.5652159575028257,19,651.0,0.1695282680867277,19,651.0,0
210.0,41,0,8,109,150,0,42.0,1.024390243902439,4.110531852942945,6,644.0,0.2269340368775811,6,644.0,0
215.0,41,0,12,109,150,0,66.0,1.6097560975609757,4.516756034138282,10,647.0,0.1731925844978477,10,647.0,0
220.0,48,0,16,114,162,0,58.0,1.2083333333333333,5.801214193146298,16,708.0,0.3168828154842248,16,708.0,0
225.0,45,0,21,117,162,0,84.0,1.8666666666666667,4.262951130650957,21,797.0,0.212633461488988,21,797.0,0
230.0,48,0,26,120,168,0,180.0,3.75,3.3165503818915467,26,916.0,0.1323173419624102,26,916.0,0
235.0,46,0,34,122,168,0,338.0,7.3478260869565215,2.5485163335143057,34,1074.0,0.0664805913675065,34,1074.0,0
240.0,47,0,29,125,172,0,284.0,6.042553191489362,2.42948839557175,28,1002.0,0.1112562603948175,28,1002.0,0
245.0,46,0,12,128,174,0,103.0,2.239130434782609,3.181707306824789,11,925.0,0.1484218270968217,11,925.0,0
250.0,50,0,11,128,178,0,50.0,1.0,4.663196744641553,9,908.0,0.2146564930202787,9,908.0,0
255.0,53,0,17,131,184,0,115.0,2.169811320754717,5.743273610101481,15,922.0,0.3037027858378471,15,922.0,0
260.0,51,0,20,137,188,0,98.0,1.9215686274509804,4.509794824914423,20,1010.0,0.2165713435694629,20,1010.0,0
265.0,49,0,28,141,190,0,143.0,2.9183673469387754,3.530850599500188,28,1134.0,0.1494275418584296,28,1134.0,0
270.0,50,0,28,144,194,0,199.0,3.98,2.339925077672312,28,1269.0,0.0845334999037952,28,1269.0,0
275.0,47,0,28,147,194,0,190.0,4.042553191489362,1.890572077238648,27,1176.0,0.0964626108206469,27,1176.0,0
