step,system_total_running,system_total_backlogged,system_total_stopped,system_total_arrived,system_total_departed,system_total_teleported,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,t_stopped,t_accumulated_waiting_time,t_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
5.0,12,0,0,0,12,0,0.0,0.0,12.436422856493586,0,0.0,0.9017564910490311,0,0.0
10.0,12,0,0,0,12,0,0.0,0.0,12.14285279023625,0,0.0,0.889014532361985,0,0.0
15.0,18,0,2,0,18,0,4.0,0.2222222222222222,6.822297380991281,2,4.0,0.4815361198260942,2,4.0
20.0,18,0,6,0,18,0,30.0,1.6666666666666667,8.276071439526364,6,30.0,0.46700204692396347,6,30.0
25.0,22,0,6,2,24,0,60.0,2.727272727272727,8.552539261888812,6,60.0,0.49996417979760993,6,60.0
30.0,18,0,6,6,24,0,90.0,5.0,8.690033533420943,6,90.0,0.4816111551490771,6,90.0
35.0,20,0,6,8,28,0,120.0,6.0,7.806764084034178,6,120.0,0.39816122019630346,6,120.0
40.0,23,0,6,11,34,0,150.0,6.521739130434782,9.373369643177371,6,150.0,0.5894669902182371,6,150.0
45.0,24,0,6,14,38,0,180.0,7.5,8.660275326017373,6,180.0,0.5406552565172944,6,180.0
50.0,23,0,9,17,40,0,215.0,9.347826086956522,6.823678368950807,9,215.0,0.34699036815854145,9,215.0
55.0,25,0,10,19,44,0,263.0,10.52,7.302341730614674,10,263.0,0.37069056206128914,10,263.0
60.0,21,0,10,23,44,0,313.0,14.904761904761905,5.76700680087627,10,313.0,0.2864881823402045,10,313.0
65.0,26,0,11,24,50,0,365.0,14.038461538461538,7.225010118114373,10,363.0,0.3861059967132219,10,363.0
70.0,23,0,10,27,50,0,413.0,17.956521739130434,6.7214507045081735,10,413.0,0.3421319096901309,10,413.0
75.0,33,0,10,29,62,0,463.0,14.030303030303031,8.190566157827515,10,463.0,0.5094777813489678,10,463.0
80.0,29,0,10,33,62,0,513.0,17.689655172413794,8.408112299604408,10,513.0,0.5045080356360017,10,513.0
85.0,32,0,12,36,68,0,566.0,17.6875,5.816974621335553,12,566.0,0.2918474708345921,12,566.0
90.0,29,0,16,39,68,0,643.0,22.17241379310345,5.510157194196677,16,643.0,0.2549310000355693,16,643.0
95.0,31,0,16,41,72,0,723.0,23.322580645161292,5.967618084211707,16,723.0,0.25721297314126895,16,723.0
100.0,29,0,16,45,74,0,803.0,27.689655172413794,5.803562393938579,16,803.0,0.2578235419903367,16,803.0
105.0,31,0,16,47,78,0,883.0,28.483870967741936,6.291531146065473,16,883.0,0.2999491391052328,16,883.0
