step,system_total_running,system_total_backlogged,system_total_stopped,system_total_arrived,system_total_departed,system_total_teleported,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,t_stopped,t_accumulated_waiting_time,t_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
5.0,12,0,0,0,12,0,0.0,0.0,12.282751224521627,0,0.0,0.8608392286033991,0,0.0
10.0,12,0,0,0,12,0,0.0,0.0,12.116614090431549,0,0.0,0.8512654800673003,0,0.0
15.0,18,0,3,0,18,0,5.0,0.2777777777777778,6.763375456165164,3,5.0,0.4923361206805541,3,5.0
20.0,18,0,6,0,18,0,31.0,1.7222222222222223,8.35547260907044,6,31.0,0.4699498582233735,6,31.0
25.0,22,0,1,2,24,0,1.0,0.045454545454545456,8.034856180977636,0,13.0,0.49479152120071934,0,13.0
30.0,18,0,5,6,24,0,18.0,1.0,8.831300283612672,5,18.0,0.5078972601752771,5,18.0
35.0,21,0,7,7,28,0,45.0,2.142857142857143,6.701873783067121,7,45.0,0.2711305139480082,7,45.0
40.0,22,0,0,12,34,0,0.0,0.0,7.5649661039919485,0,31.0,0.596542747900528,0,31.0
45.0,25,0,2,13,38,0,7.0,0.28,8.642245501865904,1,8.0,0.647686639305629,1,8.0
50.0,27,0,5,13,40,0,21.0,0.7777777777777778,8.498666932412098,3,13.0,0.5027236371864169,3,13.0
55.0,26,0,7,18,44,0,34.0,1.3076923076923077,8.14196591657082,6,42.0,0.46206294079058036,6,42.0
60.0,21,0,4,23,44,0,37.0,1.7619047619047619,8.338155809608905,4,37.0,0.4531955682319066,4,37.0
65.0,24,0,2,26,50,0,4.0,0.16666666666666666,8.981680073075937,2,14.0,0.5232904303114359,2,14.0
70.0,20,0,6,30,50,0,25.0,1.25,7.942873719595836,6,25.0,0.36867229295132237,6,25.0
75.0,28,0,9,34,62,0,60.0,2.142857142857143,7.019236299530157,9,60.0,0.4588874856849554,9,60.0
80.0,25,0,4,37,62,0,8.0,0.32,7.535657237522603,2,45.0,0.6121558309225249,2,45.0
85.0,30,0,5,38,68,0,19.0,0.6333333333333333,6.9242146250870205,3,23.0,0.47579650029093884,3,23.0
90.0,30,0,5,38,68,0,18.0,0.6,7.750751620833188,5,26.0,0.41615413511048227,5,26.0
95.0,30,0,7,42,72,0,49.0,1.6333333333333333,7.604887833017147,6,48.0,0.3148512500114398,6,48.0
100.0,27,0,5,47,74,0,9.0,0.3333333333333333,8.556378630948492,4,26.0,0.467304018282647,4,26.0
105.0,25,0,5,53,78,0,33.0,1.32,8.14689738044117,5,33.0,0.4367140351984942,5,33.0
110.0,28,0,11,56,84,0,72.0,2.5714285714285716,7.603541569037828,11,72.0,0.44056543794067626,11,72.0
115.0,25,2,0,61,86,0,0.0,0.0,7.228149365496676,0,56.0,0.5242563679721807,0,56.0
120.0,25,0,2,63,88,0,3.0,0.12,7.592219704158107,0,11.0,0.4872703514538212,0,11.0
125.0,29,2,6,63,92,0,24.0,0.8275862068965517,8.997553867947659,5,24.0,0.5253014165330413,5,24.0
130.0,25,0,6,69,94,0,46.0,1.84,7.524360408770069,6,53.0,0.35397793766842395,6,53.0
135.0,24,2,4,74,98,0,8.0,0.3333333333333333,8.396547386372992,4,34.0,0.5337309519315259,4,34.0
140.0,25,0,8,75,100,0,37.0,1.48,8.047706540162618,8,63.0,0.34841320412768506,8,63.0
145.0,25,2,10,81,106,0,83.0,3.32,6.644070707339872,10,109.0,0.38746318017006526,10,109.0
150.0,27,0,4,85,112,0,11.0,0.4074074074074074,6.9029601583222595,2,83.0,0.5303236194236949,2,83.0
155.0,27,0,6,85,112,0,23.0,0.8518518518518519,7.15867274972292,4,74.0,0.4586969639835945,4,74.0
160.0,33,0,14,85,118,0,78.0,2.3636363636363638,6.519366301937141,12,117.0,0.3169618469272685,12,117.0
