step,system_total_running,system_total_backlogged,system_total_stopped,system_total_arrived,system_total_departed,system_total_teleported,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,t_stopped,t_accumulated_waiting_time,t_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time,episode
5.0,12,0,0,0,12,0,0.0,0.0,6.430282433618171,0,0.0,0.4648336178322135,0,0.0,0
10.0,14,0,0,0,14,0,0.0,0.0,11.616804977895692,0,0.0,0.8404130810353764,0,0.0,0
15.0,18,2,0,0,18,0,0.0,0.0,7.567381270485943,0,0.0,0.4880055038781126,0,0.0,0
20.0,24,0,6,0,24,0,15.0,0.625,5.856664145392549,6,15.0,0.3144664702925272,6,15.0,0
25.0,27,2,11,1,28,0,40.0,1.4814814814814814,5.402753248199972,11,40.0,0.3063864266356134,11,40.0,0
30.0,28,0,12,2,30,0,89.0,3.1785714285714284,5.294904302254674,12,89.0,0.3026657100101144,12,89.0,0
35.0,28,0,16,4,32,0,163.0,5.821428571428571,5.04286244899238,16,163.0,0.2755028697919998,16,163.0,0
40.0,38,0,24,6,44,0,249.0,6.552631578947368,2.566986897486437,24,249.0,0.143127303602264,24,249.0,0
45.0,39,0,23,7,46,0,359.0,9.205128205128204,4.074909321853657,23,359.0,0.2730768709079497,23,359.0,0
50.0,42,2,27,8,50,0,484.0,11.523809523809524,2.841108260910341,27,484.0,0.1860497568785447,27,484.0,0
55.0,48,0,30,8,56,0,435.0,9.0625,2.2558215633113616,30,552.0,0.1224696328922676,30,552.0,0
60.0,48,0,21,8,56,0,407.0,8.479166666666666,4.080746897314753,21,552.0,0.1839886096863921,21,552.0,0
65.0,52,0,22,10,62,0,508.0,9.76923076923077,5.054820211411246,22,560.0,0.2204059374323306,22,560.0,0
70.0,49,0,24,15,64,0,601.0,12.26530612244898,3.900010245580045,24,637.0,0.1774290709815706,24,637.0,0
75.0,53,4,33,19,72,0,747.0,14.09433962264151,2.2678262560904,33,783.0,0.0855605528506237,33,783.0,0
80.0,55,0,39,23,78,0,929.0,16.89090909090909,2.622857310386187,39,965.0,0.1719071203457836,39,965.0,0
85.0,58,2,41,24,82,0,1054.0,18.17241379310345,2.0743373550845954,41,1113.0,0.1387968983802326,41,1113.0,0
90.0,60,0,36,24,84,0,1167.0,19.45,2.6904418212868624,36,1228.0,0.1188010529122382,36,1228.0,0
95.0,64,0,40,24,88,0,1360.0,21.25,4.030129921475432,40,1368.0,0.1451400293198432,40,1368.0,0
100.0,66,0,41,28,94,0,1108.0,16.78787878787879,2.788119323316331,41,1406.0,0.1004826703658476,41,1406.0,0
105.0,64,0,35,32,96,0,712.0,11.125,3.0656514820997494,35,1299.0,0.1120679842077148,35,1299.0,0
110.0,67,5,32,36,103,0,578.0,8.626865671641792,3.512692821909266,32,1098.0,0.1120433026583597,32,1098.0,0
115.0,68,2,24,40,108,0,457.0,6.720588235294118,4.0514210265791375,24,1209.0,0.2093724029142683,24,1209.0,0
120.0,64,2,20,44,108,0,472.0,7.375,5.1347614817003535,20,1254.0,0.2718824815895129,20,1254.0,0
125.0,67,1,31,48,115,0,599.0,8.940298507462687,3.993881578506541,31,1344.0,0.1606568306976676,31,1344.0,0
130.0,68,0,35,52,120,0,425.0,6.25,3.1868641803001125,35,1363.0,0.124728654224958,35,1363.0,0
135.0,66,2,40,58,124,0,543.0,8.227272727272727,2.9346272094212345,40,1323.0,0.1108204867286555,40,1323.0,0
140.0,67,1,50,60,127,0,771.0,11.507462686567164,2.8840076520608884,50,1512.0,0.0765753916503915,50,1512.0,0
145.0,72,5,58,63,135,0,1023.0,14.208333333333334,1.9803062065089736,58,1764.0,0.0405219161288499,58,1764.0,0
150.0,71,1,50,68,139,0,1087.0,15.309859154929578,1.908029337434964,50,1851.0,0.0827451725354274,50,1851.0,0
155.0,68,2,41,72,140,0,1011.0,14.867647058823527,3.3823740050834683,41,1758.0,0.1852593019942635,41,1758.0,0
160.0,72,4,38,72,144,0,928.0,12.88888888888889,3.164055154752633,38,1541.0,0.0972847066899911,38,1541.0,0
