step,system_total_running,system_total_backlogged,system_total_stopped,system_total_arrived,system_total_departed,system_total_teleported,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,t_stopped,t_accumulated_waiting_time,t_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
5.0,12,0,0,0,12,0,0.0,0.0,12.953689092273104,0,0.0,0.9328526456080328,0,0.0
10.0,12,0,0,0,12,0,0.0,0.0,12.350598281820664,0,0.0,0.8920282640896812,0,0.0
15.0,18,0,3,0,18,0,3.0,0.16666666666666666,6.492398433474934,3,3.0,0.45332955621606047,3,3.0
20.0,18,0,6,0,18,0,31.0,1.7222222222222223,8.680370844497427,6,31.0,0.47408440283801995,6,31.0
25.0,23,0,6,1,24,0,61.0,2.652173913043478,8.947574416411172,6,61.0,0.5067273565745519,6,61.0
30.0,18,0,6,6,24,0,91.0,5.055555555555555,8.569804749133128,6,91.0,0.47898370667033346,6,91.0
35.0,20,0,6,8,28,0,121.0,6.05,8.059772849254475,6,121.0,0.40336270205626185,6,121.0
40.0,23,0,6,11,34,0,151.0,6.565217391304348,9.945004473712105,6,151.0,0.5881781120877534,6,151.0
45.0,24,0,6,14,38,0,181.0,7.541666666666667,8.6606623774961,6,181.0,0.5145109060489889,6,181.0
50.0,22,0,8,18,40,0,217.0,9.863636363636363,6.974188028555242,8,217.0,0.33589695350068943,8,217.0
55.0,24,0,10,20,44,0,267.0,11.125,7.619864701589795,10,267.0,0.3852070181092641,10,267.0
60.0,20,0,10,24,44,0,317.0,15.85,5.412630568489682,10,317.0,0.25592437983709987,10,317.0
65.0,26,0,10,24,50,0,367.0,14.115384615384615,7.715438921561339,10,367.0,0.3594289114396154,10,367.0
70.0,22,0,10,28,50,0,417.0,18.954545454545453,7.344394549132682,10,417.0,0.34580927369955217,10,417.0
75.0,31,0,10,31,62,0,467.0,15.064516129032258,7.257609723787986,10,467.0,0.46659852290222625,10,467.0
80.0,28,0,10,34,62,0,517.0,18.464285714285715,7.763224863485282,10,517.0,0.48415480155539253,10,517.0
85.0,32,0,14,36,68,0,572.0,17.875,6.230456105143832,14,572.0,0.36319425453346416,14,572.0
90.0,28,0,16,40,68,0,650.0,23.214285714285715,4.871044519184893,16,650.0,0.25471368747684386,16,650.0
95.0,31,0,16,41,72,0,730.0,23.548387096774192,5.842987028886814,16,730.0,0.2696132291421433,16,730.0
100.0,32,0,16,42,74,0,810.0,25.3125,6.25008010680857,16,810.0,0.2618213972566897,16,810.0
105.0,32,0,16,46,78,0,890.0,27.8125,6.852023601009401,16,890.0,0.32263398611142496,16,890.0
110.0,33,0,16,51,84,0,970.0,29.393939393939394,6.354636860986112,16,970.0,0.36461247348593734,16,970.0
