step,system_total_running,system_total_backlogged,system_total_stopped,system_total_arrived,system_total_departed,system_total_teleported,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,t_stopped,t_accumulated_waiting_time,t_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
5.0,2,0,0,0,2,0,0.0,0.0,12.645399561766666,0,0.0,0.9719657883071049,0,0.0
10.0,5,0,0,0,5,0,0.0,0.0,12.968428057682328,0,0.0,0.954366736552117,0,0.0
15.0,9,0,0,0,9,0,0.0,0.0,11.280225595290782,0,0.0,0.8416462231949599,0,0.0
20.0,12,0,1,0,12,0,4.0,0.3333333333333333,10.747062548424568,1,4.0,0.7465639790064109,1,4.0
25.0,16,0,0,0,16,0,0.0,0.0,10.274405925555783,0,0.0,0.7174643655805887,0,0.0
30.0,20,0,0,1,21,0,0.0,0.0,12.059188048939452,0,0.0,0.8374324755508452,0,0.0
35.0,20,0,1,3,23,0,2.0,0.1,11.790055419831685,1,2.0,0.8050132993203067,1,2.0
40.0,19,0,2,6,25,0,3.0,0.15789473684210525,9.899007675828164,2,3.0,0.6012194790819179,2,3.0
45.0,20,0,6,11,31,0,22.0,1.1,8.53745509633994,6,22.0,0.49370244480243014,6,22.0
50.0,19,0,8,15,34,0,56.0,2.9473684210526314,6.272300166311362,8,56.0,0.4182345275693991,8,56.0
55.0,19,0,5,16,35,0,21.0,1.105263157894737,4.695143752809851,5,64.0,0.3167217949924691,5,64.0
60.0,21,0,1,17,38,0,3.0,0.14285714285714285,7.301589269017512,1,31.0,0.4042332373763216,1,31.0
65.0,24,0,3,17,41,0,16.0,0.6666666666666666,10.82374008413587,3,17.0,0.6534866126370413,3,17.0
70.0,26,0,3,20,46,0,31.0,1.1923076923076923,10.805613660835972,3,31.0,0.684954298571752,3,31.0
75.0,22,0,5,26,48,0,51.0,2.3181818181818183,9.505367744432423,5,51.0,0.5399404013764468,5,51.0
80.0,20,0,5,30,50,0,76.0,3.8,8.581159786054922,5,76.0,0.4546584716921208,5,76.0
85.0,19,0,6,33,52,0,104.0,5.473684210526316,8.810055462872583,6,104.0,0.3821648729671855,6,104.0
90.0,20,0,0,37,57,0,0.0,0.0,8.809313337430273,0,66.0,0.5566297012054622,0,66.0
95.0,18,0,3,40,58,0,11.0,0.6111111111111112,9.890105837543114,3,11.0,0.5941471648634485,3,11.0
100.0,20,0,5,42,62,0,33.0,1.65,9.554939170092103,5,33.0,0.561726083449524,5,33.0
105.0,20,0,1,46,66,0,2.0,0.1,9.409977257580259,1,27.0,0.6202709693578838,1,27.0
110.0,24,0,0,49,73,0,0.0,0.0,12.010472546819457,0,2.0,0.8183271988754782,0,2.0
115.0,25,0,1,51,76,0,2.0,0.08,11.947301954740224,1,2.0,0.7642922460641367,1,2.0
120.0,25,0,3,55,80,0,15.0,0.6,10.257718737594905,3,15.0,0.6050133103736908,3,15.0
125.0,26,0,1,60,86,0,2.0,0.07692307692307693,9.10788020734072,1,14.0,0.6152993321275165,1,14.0
130.0,27,0,4,64,91,0,15.0,0.5555555555555556,9.265931784968698,4,15.0,0.5943732086656622,4,15.0
135.0,27,0,7,67,94,0,43.0,1.5925925925925926,8.523410397292562,7,43.0,0.4412297925542639,7,43.0
140.0,24,0,12,73,97,0,93.0,3.875,5.502674710355218,12,93.0,0.30168095236597714,12,93.0
145.0,26,0,15,76,102,0,163.0,6.269230769230769,5.5878512026527964,15,163.0,0.3244652990361128,15,163.0
