step,system_total_running,system_total_backlogged,system_total_stopped,system_total_arrived,system_total_departed,system_total_teleported,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,t_stopped,t_accumulated_waiting_time,t_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
5.0,3,0,0,0,3,0,0.0,0.0,13.129912865731443,0,0.0,0.9398684888553192,0,0.0
10.0,6,0,0,0,6,0,0.0,0.0,13.110532289100009,0,0.0,0.968638686942289,0,0.0
15.0,9,0,1,0,9,0,1.0,0.1111111111111111,11.139446219903029,1,1.0,0.7873177409262972,1,1.0
20.0,13,0,0,0,13,0,0.0,0.0,10.247403123658911,0,0.0,0.7954800757329179,0,0.0
25.0,16,0,2,1,17,0,3.0,0.1875,11.39654279785147,2,3.0,0.7636053160091474,2,3.0
30.0,17,0,2,1,18,0,13.0,0.7647058823529411,10.7792112006777,2,13.0,0.6469933853369835,2,13.0
35.0,15,0,0,5,20,0,0.0,0.0,8.654059831534026,0,0.0,0.5147278808425718,0,0.0
40.0,17,0,3,7,24,0,9.0,0.5294117647058824,10.04105081196416,3,9.0,0.6469979939211312,3,9.0
45.0,20,0,3,10,30,0,24.0,1.2,9.8079443496435,3,24.0,0.6698355013790501,3,24.0
50.0,19,0,0,14,33,0,0.0,0.0,8.361676438474069,0,13.0,0.6233519465194624,0,13.0
55.0,22,0,2,15,37,0,7.0,0.3181818181818182,8.840715157358183,2,7.0,0.5669733667176812,2,7.0
60.0,25,0,4,15,40,0,23.0,0.92,10.473439358408445,4,23.0,0.5977747186272252,4,23.0
65.0,27,0,2,19,46,0,5.0,0.18518518518518517,9.32109366175772,2,17.0,0.6272202178176726,2,17.0
70.0,25,0,5,23,48,0,23.0,0.92,8.56543316910351,5,23.0,0.47593260429468953,5,23.0
75.0,23,0,8,27,50,0,58.0,2.5217391304347827,6.459917223064603,8,58.0,0.27734282780761926,8,58.0
80.0,24,0,8,29,53,0,32.0,1.3333333333333333,4.916237368727942,8,74.0,0.22195220945552277,8,74.0
